,0
116477,1
116540,1
116611,1
116726,1
116727,1
116739,1
116785,2
116788,1
116851,1
116914,2
117056,1
117108,1
117114,1
117175,1
117248,4
117288,1
117362,1
117410,1
117485,1
117541,1
117549,1
117550,1
117569,1
117578,2
117598,2
117610,1
117659,1
117681,1
117721,1
117782,1
117806,1
117839,9
117894,9
117955,1
117959,1
117968,1
117969,1
117977,2
117981,1
118008,1
118013,1
118075,1
118135,1
118138,1
118328,1
118339,1
118393,1
118405,1
118460,1
118467,1
118509,7
118697,1
118699,1
118821,1
118834,1
118851,1
118880,1
118881,1
118883,2
118945,1
119095,2
119154,1
119260,1
119272,1
119290,1
119319,1
119322,1
119446,1
119640,1
119714,1
119715,1
119717,1
119729,1
119824,1
120019,1
120142,1
120147,1
120148,1
120169,1
120200,1
120204,1
120289,1
120517,1
120588,1
120593,1
120597,1
120619,1
120641,1
120642,1
120643,1
121030,1
121036,1
121039,1
121042,1
121083,1
121090,1
121106,1
121112,1
121211,1
121277,1
121401,1
121403,1
121461,2
121476,1
121517,1
121518,1
121519,1
121521,1
121647,1
121710,1
121772,2
121903,1
121913,1
121916,1
121957,1
121959,1
121969,1
121973,1
121975,2
121988,1
122013,2
122016,1
122100,2
122141,1
122268,1
122343,1
122388,1
122391,1
122456,1
122515,1
122645,1
122712,1
122807,1
122831,1
122833,1
122896,1
122958,1
123023,1
123239,1
123354,1
123357,1
123851,1
123913,1
124182,1
124296,1
124367,1
124422,2
124425,1
124427,1
124429,2
124430,2
124432,1
124434,1
124437,1
124444,1
124447,1
124461,1
124469,4
124472,1
124527,1
124528,2
124532,1
124544,2
124550,1
124574,1
124576,12
124702,1
124773,1
124827,2
124835,1
124838,1
124841,1
124842,2
124847,4
124849,2
124851,1
124852,2
124870,1
124873,1
124874,2
124878,1
124879,1
124883,1
124886,1
124890,2
124927,1
124929,1
124934,1
124940,1
124944,1
124954,1
124982,1
124991,1
125049,1
125107,1
125108,1
125110,1
125173,1
125174,1
125235,1
125236,1
125245,1
125247,1
125252,1
125318,1
125354,3
125356,1
125358,2
125361,2
125365,1
125366,1
125369,1
125371,2
125374,1
125375,1
125376,1
125382,1
125398,1
125401,1
125402,1
125403,1
125407,1
125415,1
125417,1
125427,1
125429,2
125459,2
125518,1
125519,2
125530,1
125579,2
125640,1
125642,1
125702,1
125709,1
125728,1
125764,2
125765,1
125766,2
125775,1
125776,1
125780,1
125787,1
125792,1
125816,2
125817,1
125818,1
125881,1
125900,1
125939,1
125941,1
126000,3
126001,2
126062,3
126124,1
126142,1
126143,1
126183,1
126184,2
126193,1
126200,1
126240,1
126242,3
126303,1
126304,1
126367,1
126385,1
126426,1
126427,1
126488,1
126489,2
126552,1
126628,1
126746,1
126996,1
127006,1
127122,1
127185,1
127248,1
127311,1
127437,1
127452,1
127516,1
127532,1
127648,2
127944,1
127947,1
127976,1
127998,1
127999,1
128002,1
128019,1
128064,1
128128,1
128190,2
128382,3
128389,1
128393,1
128395,1
128436,1
128694,2
128750,1
128828,1
128830,1
128831,2
128876,2
128878,1
129001,1
129068,1
129193,1
129258,1
129271,1
129287,1
129703,1
129706,1
129726,1
129760,1
129825,2
129846,1
129888,1
130015,1
130157,1
130199,1
130203,1
130399,1
130411,1
130450,1
130455,1
130471,1
130492,1
130511,2
130512,2
130513,1
130575,1
130598,1
130612,1
130628,1
130629,1
130698,1
130762,1
130824,1
130960,1
131010,1
131033,1
131035,1
131040,1
131052,1
131087,1
131129,1
131132,1
131133,1
131146,1
131345,1
131383,1
131385,2
131449,1
131451,1
131460,1
131463,1
131464,1
131469,1
131473,1
131489,1
131499,3
131500,1
131691,1
131756,1
131815,1
131818,1
131876,2
131891,1
131901,1
131922,1
131936,1
131937,1
131938,1
131958,1
132000,1
132059,1
132061,1
132077,49
132103,2
132133,1
132137,1
132193,1
132194,1
132195,1
132196,2
16266,11
39639,1
99770,58
99817,17
99877,2
100064,3
100067,1
100129,1
102300,6
107502,1
107508,1
107832,2
108398,1
108694,1
108711,2
108713,1
108831,2
108876,1
109276,1
109283,1
109449,1
109722,1
109733,1
110173,1
110217,1
110375,1
110640,1
111064,1
111510,2
111568,1
112993,1
113299,1
113825,1
115230,1
115454,1
115997,1
116437,1
117334,1
117766,1
117772,1
117906,2
118513,1
118516,2
118575,5
119207,8
119808,2
121021,2
122876,1
125396,14
125663,1
125740,2
126031,1
126302,1
126326,1
126989,1
128615,1
128919,1
129732,1
130851,1
131460,1
131481,1
132056,1
133145,45
133176,1
133189,1
2510,2
5211,1
8235,6
8454,1
19127,2
49344,2
55228,1
94760,8
95795,1
99767,49
99814,17
99874,1
99876,1
99996,1
100066,1
100128,2
102298,6
107500,1
107506,1
107541,1
107542,1
107562,1
107563,1
107602,1
107728,1
107854,1
107856,1
107931,1
107941,1
107978,1
108105,1
108107,1
108297,2
108385,1
108423,1
108567,2
108639,1
108691,1
108693,1
108695,2
108731,1
108732,1
108756,1
108815,1
108826,2
108853,1
109255,1
109262,1
109264,1
109362,1
109695,1
109935,1
110063,1
110129,1
110151,1
110168,1
110603,1
111048,1
111084,1
111164,2
111488,1
111493,1
112867,1
112892,1
113268,1
113276,1
113443,1
113522,3
113709,1
113722,1
113781,1
113812,1
114604,1
114612,1
115052,2
115111,2
115113,1
115504,1
115922,2
115936,1
115939,1
115946,1
115948,1
115981,1
116060,2
116298,1
116358,1
116375,1
116383,1
116391,1
116824,1
116828,1
116866,1
116881,1
117262,1
117267,1
117710,1
117758,1
117852,1
118456,1
118457,3
118515,6
119147,8
119338,1
119752,1
120444,1
120515,3
120961,2
121314,1
121761,1
122816,1
125151,1
125213,2
125327,1
125328,12
125581,1
125596,2
125639,1
125640,1
125673,1
125722,1
126088,1
126151,1
126167,1
126173,1
126176,1
126223,1
126236,1
126273,1
126400,1
126527,1
126622,1
126653,1
126715,1
126902,1
126970,1
127036,1
127047,1
127060,1
127734,1
127986,1
127987,1
128531,1
128882,1
131117,1
131376,1
131985,1
132077,1
132461,1
132651,1
132714,1
132777,1
132841,1
132904,1
132966,1
133050,45
133112,1
133172,1
8239,7
32837,1
36957,3
78593,1
99779,49
99826,17
100074,1
100078,1
100079,1
100141,2
102311,6
102322,1
107619,1
107896,1
108600,2
108718,1
108733,1
108855,1
111219,2
112877,1
112886,1
113583,2
116141,2
116455,1
117347,1
118546,3
118605,5
118941,1
119238,6
121494,1
123413,1
125432,12
126088,1
126734,1
129029,2
131459,2
131536,1
133188,45
1409,1
8909,1
8957,1
10927,2
29238,1
32326,2
32375,1
55239,1
55681,1
55682,1
60676,1
85937,1
98087,3
99774,49
99821,17
100076,1
101884,1
102309,6
102326,1
102327,1
102330,1
107518,1
107580,2
107586,1
107608,1
107736,1
107800,2
107801,1
107923,3
107925,1
107941,1
107943,2
107944,4
107945,1
107960,1
107972,3
107973,1
108039,1
108230,1
108357,1
108367,1
108368,1
108370,2
108377,2
108380,1
108409,1
108412,1
108471,1
108535,1
108563,2
108597,1
108613,1
108617,2
108619,2
108652,1
108653,1
108654,1
108667,2
108670,2
108671,1
108673,1
108674,1
108676,1
108705,1
108772,1
108784,1
108785,2
108787,1
108791,1
108793,1
108796,2
108822,1
108825,3
108883,2
108884,1
109013,1
109159,1
109212,1
109213,1
109217,2
109219,1
109226,2
109229,1
109233,1
109237,1
109245,1
109253,1
109316,2
109317,1
109442,1
109504,1
109630,1
109647,2
109661,1
109694,1
109883,1
109961,1
109965,1
110087,1
110098,1
110103,1
110131,1
110197,1
110517,1
110572,1
110972,1
110977,1
110984,2
110992,1
111112,2
111426,1
111466,1
111488,1
111489,1
111911,2
112319,1
112357,1
112420,1
112611,1
112768,1
112817,1
112826,1
112862,1
113242,1
113244,1
113256,1
113258,1
113302,1
113459,2
113649,1
113750,1
114092,1
114257,1
114992,1
115086,1
115436,1
115468,1
115867,2
115870,1
115895,1
115912,1
116004,2
116181,1
116184,1
116193,1
116317,1
116355,1
116419,1
116814,1
117196,1
117648,1
118393,7
118449,8
118576,1
118788,2
119021,1
119078,7
119410,1
119584,1
120309,1
121249,1
121333,2
121759,1
123251,2
125124,1
125147,1
125259,16
125919,2
126108,1
126110,1
126111,1
126145,1
126160,1
126167,1
126170,1
126171,1
126541,1
126554,1
126585,1
126588,1
127032,1
127034,1
127224,1
127479,1
127928,1
128845,1
129582,3
130629,1
131271,1
131344,1
131451,1
132346,1
132366,1
132393,1
132795,1
132801,1
132809,1
132837,1
132900,1
132987,45
133048,1
133049,1
133112,1
573,1
3711,1
8910,1
8919,1
9082,1
28856,1
29250,1
32324,1
34166,1
35957,1
36853,1
38964,1
39028,1
40855,2
43579,1
44461,1
45357,1
47548,1
48689,1
52460,1
55212,1
55223,1
55226,1
55237,1
55267,1
55665,1
55693,1
55709,1
55712,1
56034,1
56522,1
61278,1
65506,1
68534,1
78620,1
85955,1
99754,49
99801,18
99863,1
100048,1
100052,2
100115,1
102285,6
106851,1
106863,1
106864,1
107355,1
107395,2
107396,1
107461,1
107475,2
107478,1
107479,1
107480,1
107482,1
107494,1
107500,1
107507,1
107511,1
107513,2
107521,1
107530,1
107531,1
107561,1
107569,1
107571,1
107630,1
107754,1
107820,1
107833,1
107838,1
107880,1
107881,1
107888,1
107891,1
107895,2
107898,1
107899,1
107901,2
107909,2
107911,1
107913,1
107923,1
107927,1
107930,1
107931,1
107952,1
108121,1
108181,1
108182,1
108183,1
108306,1
108323,1
108324,2
108326,2
108329,1
108330,1
108331,1
108361,2
108423,1
108425,2
108519,3
108562,1
108564,1
108587,1
108607,1
108608,2
108625,1
108626,1
108627,3
108642,1
108657,1
108664,1
108678,1
108699,1
108716,1
108720,1
108742,1
108751,1
108763,1
108773,1
108775,1
108776,1
108777,3
108836,1
108895,1
108898,1
108959,1
109114,1
109148,1
109152,1
109153,1
109163,1
109171,1
109184,1
109191,1
109202,2
109207,3
109271,1
109459,1
109521,1
109522,1
109523,1
109584,1
109587,1
109617,1
109773,1
109916,1
109946,1
109966,1
110024,3
110044,1
110086,1
110216,1
110342,1
110468,1
110505,1
110523,1
110525,1
110526,1
110529,1
110591,1
110779,1
110782,1
110907,1
110908,1
110917,1
110938,1
110963,2
110967,1
111028,1
111059,2
111356,1
111410,1
111472,1
111664,1
111850,1
111854,1
112233,1
112295,1
112359,1
112488,1
112616,1
112808,1
113186,1
113190,1
113244,1
113411,1
113627,1
114075,1
114273,1
114486,1
114527,1
114986,1
115933,1
115962,2
115994,1
116056,1
116180,1
116183,1
116259,1
116309,1
118350,7
118406,8
118597,1
118750,2
119035,8
119417,1
120309,1
121295,2
122102,1
123215,2
125104,1
125220,15
125499,1
125534,1
125536,1
125882,2
125981,1
126045,1
126058,1
126104,1
126163,1
126552,1
126679,2
128816,2
129233,1
131245,2
131881,1
132307,1
132362,1
132492,1
132749,1
132875,1
132959,45
133019,2
133083,1
77,1
81,1
127,1
128,1
135,1
163,1
179,1
518,1
540,1
542,1
952,1
956,1
967,1
988,1
1396,1
1399,1
1409,1
2287,1
2289,1
2296,1
2327,1
2765,1
2787,1
2791,1
3177,1
3179,1
3182,1
3629,2
3638,1
3677,1
3685,1
3688,1
3689,1
3697,1
3739,1
4062,1
4114,1
4961,1
4965,1
4983,2
4986,1
5015,1
5072,1
5260,4
5332,1
5417,1
5421,1
5446,1
5447,1
5630,1
5835,1
5838,1
5874,1
5889,1
5894,1
5899,1
5951,1
6281,1
6285,1
6399,1
6731,1
6754,1
7168,1
7297,1
7611,1
7630,1
7651,1
7667,1
7670,1
8375,1
8377,2
8383,2
8385,3
8387,1
8390,1
8407,1
8417,1
8422,3
8492,1
8505,1
8514,1
8740,1
8803,2
8807,3
8809,4
8811,1
8812,1
8814,1
8818,1
8823,3
8828,2
8836,1
8840,2
8844,1
8851,1
8855,1
8856,1
8903,2
8906,1
8910,1
8914,1
8923,1
8939,1
8957,1
9287,1
9401,1
9410,1
9421,1
9427,1
9434,1
9794,1
10235,1
10241,1
10292,1
10687,1
10704,1
11157,2
11181,1
11186,1
11569,1
11574,1
11575,1
12015,1
12016,1
12459,1
12460,1
12469,1
12477,1
12515,1
12904,1
12940,1
12941,1
13350,1
13363,1
13409,1
13794,1
13821,1
13822,1
13834,1
13850,1
13859,1
13863,1
13886,1
13887,1
14052,1
14079,1
14082,1
14086,1
14102,1
14103,2
14110,1
14121,1
14132,1
14154,1
14157,1
14163,1
14227,1
14231,2
14237,1
14260,1
14266,1
14268,2
14269,1
14274,1
14658,1
15105,1
15115,1
15121,1
15158,1
15164,1
15573,1
15586,1
15604,1
15606,1
16026,1
16449,1
16451,1
16468,1
16471,1
16495,1
16880,1
16881,1
16889,2
16901,1
16925,1
16935,1
16940,1
16946,1
16948,1
16969,1
17341,1
17344,1
17376,1
17377,1
17378,1
17762,1
17776,1
18209,1
18219,1
18250,1
18269,1
18276,1
18278,2
18290,1
18319,1
18326,1
18654,1
18705,2
18709,1
18715,2
18730,1
18762,1
18764,1
19092,1
19094,1
19106,1
19115,1
19123,1
19135,1
19142,1
19545,1
19548,1
19555,1
19842,1
19988,1
20016,1
20029,1
20350,1
20409,1
20413,1
20416,1
20421,1
20449,2
20450,1
20453,1
20478,2
20486,1
20494,1
20525,1
20849,1
20850,1
20860,1
21297,1
21333,1
21354,1
21538,1
21738,1
21755,1
21776,1
22631,1
22658,1
22671,1
22688,1
23097,1
23099,1
23100,1
23105,1
23127,1
23133,1
23135,1
23138,1
23141,1
23151,1
23168,1
23515,1
23546,1
23556,1
23961,1
23983,1
23988,1
24016,1
24415,1
24847,1
24899,1
24908,1
24972,1
25162,2
25303,1
25327,1
25672,1
25744,1
25745,1
25748,1
25756,1
25783,1
25790,1
25878,1
26178,2
26193,1
26197,1
26229,1
26232,1
26623,2
26629,1
26637,1
26642,1
26958,3
27058,3
27071,1
27084,1
27107,1
27111,2
27114,1
27119,2
27121,1
27122,1
27123,1
27126,1
27232,1
27493,1
27512,1
27513,1
27935,1
27943,1
27950,1
27954,1
27956,1
27960,1
28374,1
28377,1
28381,1
28382,2
28399,1
28406,1
28419,1
28427,1
28437,2
28438,1
28442,1
28444,1
28449,1
28484,3
28485,2
28565,4
28608,1
28800,3
28854,1
28856,1
28857,1
28858,1
28860,1
28865,1
29244,1
29299,1
29432,7
29679,1
29687,1
29730,2
30124,1
30127,1
30130,1
30385,1
30567,2
30576,1
30579,1
30596,1
30603,1
30622,1
31399,1
31410,1
31457,1
31460,1
31462,1
31473,3
31477,2
31483,1
31493,2
31495,1
31498,1
31502,1
31564,1
31640,1
31782,1
31821,1
31825,1
31826,1
31827,2
31829,1
31879,2
31887,1
31898,1
31904,1
31908,1
31910,1
31911,2
31912,1
32059,1
32186,1
32199,1
32247,1
32251,1
32255,1
32307,1
32308,2
32309,1
32314,1
32320,1
32325,1
32327,1
32328,1
32356,1
32358,1
32362,1
32365,1
32371,1
32372,1
32373,1
32387,1
32419,1
32755,1
32758,1
32761,1
32779,1
33185,2
33187,2
33198,1
33225,1
33368,1
33661,1
33679,1
33876,1
33941,1
34077,1
34111,1
34123,1
34521,1
34530,1
34546,2
34637,1
34965,1
34975,2
35011,1
35013,1
35407,1
35409,1
35421,1
35436,1
35455,1
35870,1
35871,1
35885,1
35887,1
35894,1
36285,1
36322,1
36736,1
36738,1
36749,1
36772,1
36775,1
36793,1
36902,2
37162,1
37168,1
37171,2
37175,1
37223,1
37613,1
37623,1
37636,1
37643,1
37651,1
38053,1
38063,1
38064,1
38076,1
38107,1
38112,1
38308,1
38309,1
38319,1
38349,1
38351,1
38358,2
38359,1
38365,1
38367,4
38368,2
38370,1
38377,1
38379,1
38382,2
38404,1
38406,1
38408,4
38417,1
38427,1
38442,1
38469,1
38471,1
38477,1
38478,1
38483,1
38499,1
38504,1
38511,1
38521,1
38524,1
38917,2
38955,1
38967,1
39376,1
39386,1
39387,1
39405,1
39409,1
39419,1
39424,1
39461,1
39469,1
39726,1
39789,1
39823,1
39914,1
40235,1
40237,1
40240,1
40241,1
40246,1
40264,1
40678,1
40687,1
40711,1
41155,1
41159,1
41168,1
41175,1
41183,2
41187,1
41189,1
41210,1
41570,1
41602,1
41606,1
41612,1
42015,1
42065,1
42451,1
42454,1
42456,1
42457,1
42462,1
42487,1
42490,1
42496,1
42502,1
42506,1
42513,1
42529,1
42532,1
42547,1
42557,1
42627,1
42651,1
42879,1
42880,1
42883,2
42885,1
42889,2
42892,1
42893,1
42894,1
42902,1
42907,1
42912,1
42917,1
42926,2
42930,5
42931,2
42932,2
42933,1
42937,1
42942,1
42953,1
42973,1
43043,1
43298,3
43304,2
43306,1
43328,1
43336,1
43338,1
43349,2
43352,2
43358,1
43361,1
43362,2
43365,1
43367,1
43377,1
43379,1
43384,1
43404,1
43466,1
43481,1
43668,1
43721,4
43723,2
43747,1
43761,1
44164,1
44183,1
44185,1
44191,1
44209,1
44219,1
44412,1
44415,1
44419,1
44421,2
44461,1
44462,1
44466,1
44547,1
44588,1
44593,1
44594,2
44597,5
44599,1
44612,1
44614,1
44619,1
44627,1
44636,1
44670,1
45026,3
45032,1
45044,1
45052,1
45463,1
45474,1
45496,2
45518,1
45522,1
45534,1
45536,1
45552,2
45555,1
45579,1
45905,1
45910,1
45926,1
45939,1
45950,1
45961,1
46346,4
46348,1
46350,2
46357,1
46366,2
46382,1
46394,1
46399,1
46402,1
46404,1
46406,1
46413,1
46424,1
46451,1
46452,1
46517,1
46771,1
46775,1
46779,1
46786,1
47217,2
47224,1
47228,1
47236,1
47243,1
47265,1
47401,1
47658,2
47661,1
47662,1
47664,1
47665,1
47668,1
47675,1
47683,1
47690,1
47694,2
47696,1
47737,1
47921,1
48092,1
48096,1
48123,1
48135,1
48144,1
48147,1
48533,2
48534,1
48536,4
48538,1
48552,1
48567,1
48970,1
48985,1
48989,1
49010,1
49018,1
49348,1
49413,1
49414,2
49416,1
49426,1
49431,1
49442,1
49460,1
49462,1
49464,3
49610,1
49847,1
49848,4
49866,1
49867,1
49870,1
49875,1
49881,1
49888,1
49901,3
49902,1
49905,1
49917,2
49923,1
49933,1
49947,1
49953,1
50016,1
50272,2
50273,1
50276,1
50277,1
50284,1
50285,1
50303,1
50321,1
50325,1
50453,1
50580,1
50700,1
50715,1
50717,1
50732,1
50767,1
50855,1
51050,1
51143,1
51148,2
51152,1
51153,1
51158,1
51159,2
51177,1
51194,1
51211,3
51229,1
51230,1
51232,1
51235,1
51238,1
51243,1
51249,1
51251,1
51255,1
51584,2
51587,1
51591,1
51594,1
51600,1
51621,1
51624,1
51638,1
51641,2
51644,1
51652,1
51677,1
51682,1
51750,1
52021,1
52026,1
52040,1
52058,1
52322,1
52450,2
52458,1
52466,1
52481,1
52506,1
52507,1
52891,2
52904,1
52918,1
52930,1
52933,1
52948,1
53139,1
53204,1
53209,3
53263,1
53327,1
53328,1
53332,1
53333,1
53335,1
53349,1
53354,1
53357,1
53359,1
53365,1
53366,1
53700,1
53763,2
53781,1
53814,1
54205,1
54206,1
54207,2
54208,1
54209,1
54210,1
54216,1
54233,1
54253,1
54258,1
54260,3
54261,3
54262,1
54263,4
54264,1
54267,1
54270,4
54283,1
54298,2
54301,2
54333,1
54384,1
54562,1
54564,1
54596,1
54616,2
54617,1
54619,1
54620,1
54622,2
54625,2
54627,2
54630,2
54639,1
54641,1
54660,1
54666,3
54667,2
54669,5
54670,1
54672,1
54673,1
54674,1
54678,1
54681,1
54682,3
54704,2
54765,2
54960,1
55019,1
55020,1
55024,2
55028,1
55029,1
55031,1
55037,1
55038,1
55049,1
55056,1
55064,2
55066,2
55067,1
55068,1
55070,1
55072,2
55074,2
55078,2
55083,1
55087,1
55088,1
55092,1
55095,1
55099,1
55113,1
55116,1
55117,1
55375,1
55385,1
55438,1
55439,1
55441,1
55446,2
55483,1
55486,1
55490,2
55705,1
55875,1
55880,1
55889,1
55890,1
55900,1
55915,1
55925,1
55927,1
55930,1
56316,2
56317,1
56318,1
56354,1
56370,1
56371,1
56434,1
56753,1
56755,2
56757,1
56776,1
56781,1
56783,1
56807,2
57193,2
57194,1
57196,1
57201,1
57203,1
57207,1
57209,1
57642,1
57644,1
57645,1
57657,1
57663,1
57691,1
58081,1
58083,1
58089,1
58091,1
58095,1
58117,1
58118,1
58122,1
58130,1
58404,1
58515,1
58517,1
58519,1
58524,1
58545,1
58565,1
58957,3
59010,1
59012,1
59333,1
59345,1
59374,1
59399,1
59402,1
59416,1
59433,1
59442,1
59445,1
59452,1
59455,2
59456,1
59468,1
59492,2
59502,1
59507,1
59527,1
59837,1
59839,1
59850,1
59858,1
59859,1
59867,1
59879,1
59882,1
60081,1
60085,1
60094,2
60099,1
60116,1
60117,1
60126,1
60127,1
60131,1
60132,1
60135,1
60142,1
60146,1
60147,1
60148,1
60152,1
60154,1
60155,1
60173,1
60180,2
60181,2
60217,1
60233,1
60245,1
60246,1
60248,2
60257,1
60272,1
60283,1
60289,2
60295,1
60457,1
60678,1
60690,1
60711,1
60716,3
60734,1
61120,1
61128,2
61165,1
61176,1
61177,1
61557,1
61560,1
61561,1
61563,1
61565,1
61567,1
61568,1
61583,2
61587,2
61590,1
61611,2
61996,2
61999,1
62003,1
62009,1
62024,1
62027,1
62028,1
62029,1
62030,1
62047,2
62113,1
62123,1
62127,1
62165,1
62166,2
62431,1
62453,1
62454,2
62459,1
62479,2
62867,2
62870,3
62881,1
62890,1
62893,1
62895,1
62904,1
62910,1
62914,1
62916,1
62918,2
62923,1
62928,3
62931,1
62936,1
62950,1
62968,1
62970,1
63159,1
63224,1
63277,1
63287,1
63295,1
63300,1
63337,1
63341,1
63727,1
63730,2
63732,2
63788,1
64172,2
64177,1
64188,1
64218,2
64229,1
64231,1
64235,2
64236,1
64238,2
64242,1
64243,1
64246,1
64264,1
64265,1
64277,1
64280,1
64342,1
64438,1
64597,2
64601,1
64602,2
64609,1
64625,1
64628,1
64629,1
64631,1
64641,1
64642,3
64646,1
64647,3
64656,1
64669,2
64676,1
64683,1
64700,1
65022,2
65038,1
65070,1
65074,1
65078,1
65335,1
65455,1
65459,1
65467,1
65490,1
65493,1
65513,1
65583,1
65731,1
65903,2
65906,1
65908,2
65911,1
65913,1
65931,1
65936,1
65950,2
65951,1
65952,5
65953,1
65959,1
65966,2
65968,1
65974,1
65978,1
65995,1
66000,1
66001,1
66323,1
66324,1
66336,1
66357,1
66381,1
66475,1
66507,1
66765,2
66770,1
66773,1
66777,1
66778,1
66786,1
66791,1
66794,1
66795,1
66805,1
67076,1
67078,3
67079,1
67083,1
67086,1
67125,1
67196,1
67201,1
67208,1
67224,1
67249,2
67250,2
67635,1
67640,1
67647,1
67648,1
67654,1
67684,2
67687,1
68016,1
68070,1
68071,1
68072,2
68080,1
68081,2
68086,3
68095,1
68113,1
68117,1
68123,1
68193,1
68194,1
68200,1
68201,1
68202,1
68221,1
68308,1
68499,1
68501,2
68504,1
68505,1
68507,1
68516,1
68545,1
68549,1
68552,1
68553,1
68581,1
68612,1
68936,2
68938,2
68947,1
68953,1
68959,2
68970,1
68979,1
68991,1
68994,1
68995,1
69001,1
69004,1
69008,1
69041,1
69124,1
69367,1
69370,1
69375,1
69402,1
69416,1
69417,1
69820,1
69837,1
69867,2
70251,3
70254,1
70256,1
70258,1
70274,1
70275,1
70287,1
70299,1
70689,2
70693,2
70700,1
70706,1
70721,1
70725,1
70731,1
70738,1
70742,1
70773,1
71123,1
71126,1
71145,2
71179,2
71337,1
71568,1
71583,1
71586,1
71592,1
71594,1
71624,1
71957,1
72026,1
72054,1
72447,1
72460,1
72482,1
72491,1
72502,1
72506,1
72510,1
72516,1
72524,1
72532,3
72534,1
72549,1
72550,1
72553,1
72560,1
72884,1
72886,1
72891,1
72898,2
72899,1
72913,1
72917,1
72933,1
72938,1
73323,1
73338,1
73343,2
73377,1
73701,1
73760,1
73763,1
73764,1
73767,1
73781,1
73794,1
73810,1
73813,1
73818,1
73819,1
73820,1
73824,1
73828,1
73834,1
73842,1
73845,1
73873,1
74196,2
74198,1
74200,1
74206,1
74214,1
74220,2
74236,1
74238,1
74246,1
74247,4
74248,1
74249,1
74251,1
74253,1
74261,1
74265,1
74267,1
74295,1
74296,1
74297,2
74616,1
74617,2
74620,1
74625,1
74652,1
74661,1
74663,4
74666,1
74890,1
75052,1
75056,2
75176,1
75498,1
75500,1
75509,1
75529,1
75548,1
75880,1
75881,2
75936,1
75943,1
75944,1
75948,3
75954,1
75960,1
75963,1
76371,1
76374,1
76375,1
76395,1
76396,1
76426,2
76431,1
76816,1
76817,1
76821,1
76942,1
76945,4
76949,1
76950,2
76962,1
76964,1
76967,1
76968,2
76974,1
76977,2
76980,1
76981,1
76984,2
77234,1
77239,1
77240,2
77242,1
77252,1
77253,1
77258,1
77269,1
77281,1
77284,1
77304,1
77305,1
77306,2
77321,1
77352,1
77353,2
77355,1
77357,3
77358,7
77359,1
77360,1
77366,1
77368,7
77371,1
77376,1
77383,1
77384,1
77385,1
77386,1
77400,1
77405,1
77478,1
77632,1
77633,1
77635,1
77636,2
77637,3
77640,1
77641,3
77654,2
77656,2
77681,1
77686,2
77687,3
77688,1
77689,1
77691,1
77695,1
77702,2
77711,1
77717,1
77718,2
77727,1
77732,2
77859,1
77921,1
78051,1
78053,1
78062,1
78068,2
78073,1
78081,2
78084,1
78096,2
78102,1
78422,1
78486,1
78487,1
78489,1
78490,1
78524,1
78542,2
78939,1
78952,1
78959,1
78970,1
78974,1
79369,1
79370,1
79371,1
79379,1
79380,1
79395,1
79417,1
79425,1
79504,1
79809,1
79810,1
79811,2
79822,1
79838,1
79840,1
79864,1
79926,1
80248,1
80255,1
80283,1
80286,1
80299,1
80683,1
80690,2
80692,1
80700,1
80704,1
80706,2
80718,1
80728,1
81124,1
81127,5
81130,1
81137,1
81162,1
81175,1
81176,1
81573,4
81604,1
81751,1
82003,1
82008,2
82012,1
82015,1
82016,1
82026,1
82033,1
82040,1
82041,1
82052,1
82449,1
82454,1
82458,1
82459,1
82467,1
82469,1
82471,1
82476,1
82477,1
82488,1
82495,1
82496,1
82509,1
82514,1
82515,1
82536,1
82555,1
82876,1
82877,1
82885,1
82909,1
83315,1
83319,1
83324,1
83372,1
83377,1
83757,1
83763,1
83765,1
83781,1
83785,1
84017,1
84029,1
84042,1
84051,1
84070,1
84071,1
84072,1
84081,1
84085,1
84088,1
84100,1
84104,2
84107,1
84109,1
84110,1
84122,2
84128,1
84135,1
84185,2
84187,1
84191,2
84208,1
84211,1
84214,1
84238,1
84625,1
84638,1
84823,1
84827,1
84835,1
84839,1
84840,1
84841,1
85058,1
85061,1
85062,1
85075,1
85092,2
85099,1
85113,1
85115,1
85245,1
85502,1
85503,1
85512,1
85517,1
85519,1
85535,1
85542,1
85543,1
85551,1
85552,1
85555,1
85681,1
85873,1
85936,2
85937,1
85940,1
85942,1
85951,1
85967,1
85987,1
85992,1
86377,1
86383,3
86384,1
86385,1
86399,1
86403,1
86423,1
86811,1
86814,2
86836,1
86837,1
86843,1
86852,1
86856,1
86865,1
86870,2
86876,1
86890,1
86891,1
86896,1
86912,1
87192,1
87248,1
87250,1
87277,1
87289,1
87301,1
87690,1
87694,1
87702,1
87732,1
87738,1
87739,2
87743,1
87804,1
88077,1
88122,2
88125,1
88129,1
88155,1
88156,1
88164,1
88182,1
88183,2
88193,1
88197,1
88203,1
88214,1
88215,2
88233,1
88234,1
88236,1
88549,1
88554,3
88555,1
88560,1
88572,1
88599,2
88611,2
88619,2
88621,1
88623,1
88625,1
88631,1
88632,3
88650,1
88662,1
88917,1
88979,1
88980,1
88987,1
89002,1
89010,1
89011,1
89025,1
89034,1
89371,1
89447,1
89460,1
89478,2
89479,1
89814,1
89863,1
89864,1
89923,1
89946,1
90305,1
90312,1
90315,1
90327,1
90329,1
90337,1
90361,1
90422,1
90693,1
90745,1
90747,2
90795,1
90799,1
90801,1
90931,1
90965,1
